row_id,ID,group,log_ear_linear,logP_c,relative_head_size,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,high_cooks,high_leverage,large_residual,flagged
88,ILNB,tenth,0.7232829897307295,0.10360898261902007,0.05876144364072871,0.6555121857277005,0.06777080400302893,0.1769418510867979,0.04447252578642399,0.05024233776182158,1.6746556491574829,TRUE,TRUE,FALSE,TRUE
232,SNDZ,ninth,0.6600772793076728,0.03922071315328135,-0.10525625286138357,0.5761737493439107,0.08390352996376205,0.0903138077825273,0.044391561281926666,0.0321770664913536,1.9721165229698796,TRUE,TRUE,FALSE,TRUE
240,TKBC,ninth,0.47029651219855995,0.00581638532143991,0.09040055104151855,0.58187366427412,-0.11157715207556007,0.055021101321745466,0.044187011751277955,0.032125554801019564,-2.573133726270501,TRUE,FALSE,FALSE,TRUE
260,VFCQ,eighth,0.49346778572174343,-0.23133674627968404,0.06929522745733974,0.409202269631908,0.08426551608983546,0.07747792108944336,0.04439312642926045,0.02707317720076896,1.966797469761013,TRUE,TRUE,FALSE,TRUE
244,TSPY,female,0.5623024344711817,-0.016524672332297596,-0.07942497522082212,0.4802767699200788,0.08202566455110288,0.07593217477073719,0.04440873980719885,0.025057208731214628,1.9129163252953925,TRUE,FALSE,FALSE,TRUE
98,JOZD,eighth,0.5702768282281405,0.007747686790825936,-0.10651788983813144,0.5106835070494629,0.05959332117867766,0.1279734086262495,0.04452899385882898,0.025030555905062906,1.4306416547272445,TRUE,TRUE,FALSE,TRUE
33,DNHH,tenth,0.639911058304687,0.01104983618658495,-0.05909499355630707,0.5825368232019699,0.05737423510271711,0.13476274476102526,0.04453902484232044,0.024816942708915407,1.382762024041118,TRUE,TRUE,FALSE,TRUE
246,TYRB,eighth,0.5748111047879273,0.03922071315328135,-0.11206065288997202,0.5269836100400246,0.04782749474790271,0.16966090180652446,0.04457828572824719,0.023574424265089374,1.1766519776703568,TRUE,TRUE,FALSE,TRUE
309,ZIER,tenth,0.5268074613686871,0.0786314559158019,0.00534513989163524,0.6295386185687062,-0.10273115720001913,0.04777476827246983,0.044265816070697114,0.023288344357163312,-2.360100397708677,TRUE,FALSE,FALSE,TRUE
114,KEMO,tenth,0.5264586647029901,-0.02988663375019951,0.013097123993662741,0.5863900660647496,-0.05993140136175956,0.11819369384392957,0.04452896921270121,0.02286503157421609,-1.4307573087047454,TRUE,TRUE,FALSE,TRUE
61,FYEF,female,0.7300627546235458,0.12883287184296832,0.052442427990447245,0.6073327119229093,0.12273004270063648,0.03276004452289935,0.04409645107051727,0.02208985331399224,2.7975761158184027,TRUE,FALSE,FALSE,TRUE
177,PAQJ,ninth,0.4024560719453829,-0.13004541222858368,-0.03886843862200877,0.4844848156888794,-0.0820287437434965,0.06800974393969496,0.04441104226559333,0.02206457424294342,-1.90484005550317,TRUE,FALSE,FALSE,TRUE
215,RPNA,eighth,0.37476375699802644,-0.11934675763256619,0.09231051772535594,0.47434411796723064,-0.0995803609692042,0.04760373333218841,0.044291083971354533,0.021795562022512482,-2.287509964104741,TRUE,FALSE,FALSE,TRUE
259,VECM,ninth,0.44229682256545017,-0.017654935238720748,-0.08375890731483193,0.5452595044180921,-0.10296268185264196,0.04149575166608866,0.044266679007323693,0.020053504443181377,-2.357658860391396,TRUE,FALSE,FALSE,TRUE
95,JHFO,female,0.5993042209133926,-0.03232233951774788,0.11528797965385362,0.549368580388154,0.04993564052523869,0.12925707887050972,0.04457421542319091,0.01780371840882297,1.1996754984518658,TRUE,TRUE,FALSE,TRUE
221,SBJVC,ninth,0.5709157038940432,-0.10274049412361563,0.18876744356050834,0.5303417561374338,0.040573947756609385,0.1700058005162877,0.04460711778898188,0.01701465671032301,0.9984075981629179,TRUE,TRUE,FALSE,TRUE
263,VHBT,tenth,0.5955957349806014,0.11914013906619814,0.004694102215813905,0.6462972889953327,-0.05070155401473131,0.12174035282600978,0.04457185023639482,0.016992069451254754,-1.2128523854255766,TRUE,TRUE,FALSE,TRUE
143,MJSX,eighth,0.49477059680687385,-0.08913484206783706,-0.16910150780235003,0.44719870820044755,0.047571888606426305,0.13412133259610493,0.04458356577842658,0.016955070540994932,1.1460934054981369,TRUE,TRUE,FALSE,TRUE
193,QDXY,ninth,0.5288951470739273,0.0557762863020661,0.013413147097609109,0.6014555505277434,-0.07256040345381609,0.06670952106958508,0.04447023669897377,0.016887624528430685,-1.683795760050322,TRUE,FALSE,FALSE,TRUE
105,JUYN,female,0.4097797714571917,-0.01497264380205987,-0.01651299192635937,0.5060239244816002,-0.09624415302440847,0.037610185443736024,0.044320687291685146,0.01575314184346299,-2.1993633633284553,TRUE,FALSE,FALSE,TRUE
237,SYKW,tenth,0.6478428061245678,-0.017089644098738033,0.03382685795007638,0.5977683881107504,0.0500744180138174,0.11575256149226326,0.04457526384027346,0.015546400267809055,1.193787825771147,TRUE,TRUE,FALSE,TRUE
31,DFME,eighth,0.5205798569600122,-0.19473157687063614,0.009265355441603599,0.41920668266264666,0.10137317429736553,0.032677884295460403,0.04428311375838135,0.01503047905956656,2.310657772531837,TRUE,FALSE,FALSE,TRUE
303,YYNS,female,0.6223653983990518,0.007472014838700858,0.09077213660889984,0.5601137360411612,0.06225166235789059,0.07556659233368894,0.044524520615813926,0.014351441193962108,1.4514807409384922,TRUE,FALSE,FALSE,TRUE
189,PZFT,ninth,0.6346695538785945,-0.03361423663276253,0.10373407885882664,0.5602368561428881,0.07443269773570638,0.052961514024949904,0.044462413897149534,0.013701486581072134,1.7146602741706702,TRUE,FALSE,FALSE,TRUE
133,LNMX,female,0.462129450761666,0.09303486596718957,-0.08727842887521614,0.5335119119665696,-0.07138246120490355,0.05621243123751757,0.04447932049769202,0.013467343415625931,-1.6472235097553303,TRUE,FALSE,FALSE,TRUE
131,LLJC,tenth,0.6918329548830993,0.05918567853721313,0.04097895620706018,0.6317586775357548,0.060074277347344496,0.07460656400924386,0.04453545606258889,0.013167895008137302,1.3999853412074696,TRUE,FALSE,FALSE,TRUE
5,AKPI,tenth,0.530455210742049,-0.0011117288526905078,0.009583232697563022,0.5974076148432192,-0.0669524041011702,0.06078645397725984,0.0445027784369169,0.012936759393430884,-1.5487529360477275,TRUE,FALSE,FALSE,TRUE
250,ULBD,ninth,0.66750053336617,0.018030906219439924,0.04682013352744658,0.5834341700447218,0.08406636332144823,0.040106921810733234,0.044405686231796394,0.012883479388729005,1.923574321320593,TRUE,FALSE,FALSE,TRUE
63,GDWH,tenth,0.6255236058559325,0.024286025880155604,-0.06526914593420975,0.5862802313923028,0.03924337446362969,0.14385961123741053,0.04461401532801934,0.012658919408499959,0.9508061717970598,FALSE,TRUE,FALSE,TRUE
23,CTFK,tenth,0.6445474488713792,-0.010892441166423739,0.04745723597969016,0.6043223388823955,0.040225109988983654,0.13320590166592924,0.04461147878684045,0.012014372434048211,0.9685842613122266,FALSE,TRUE,FALSE,TRUE
109,KAIL,ninth,0.4501822906619479,-0.14904798003102915,0.0689475719940301,0.4872728796277247,-0.03709058896577677,0.10296776991880253,0.04462392121082077,0.007372719413258025,-0.8779258693468319,FALSE,TRUE,FALSE,TRUE
49,EMMR,tenth,0.6317101314846779,0.05984000035601711,-0.06235084893038845,0.6020032704214964,0.029706861063181544,0.13288230332324472,0.044643185082169454,0.006531901288693249,0.7151808558850706,FALSE,TRUE,FALSE,TRUE
285,XQBJ,tenth,0.5644090653625876,-0.00850831550168607,0.026286572015116607,0.5991672944156651,-0.03475822905307746,0.08812699777270874,0.044631716515206026,0.0053625403892409,-0.8159970757298172,FALSE,TRUE,FALSE,TRUE
106,JXVQ,tenth,0.5697171415941824,0.04997993230502096,-0.057508688916743426,0.5992852548379463,-0.02956811324376385,0.11383896965870301,0.04464434805327409,0.005307963423684992,-0.7041503985818086,FALSE,TRUE,FALSE,TRUE
74,HDZC,tenth,0.6194768866105907,-0.025887770952127687,0.034839647695694996,0.594381792245202,0.025095094365388704,0.1362189643710181,0.04465396029753741,0.004815295520535028,0.6053201640468573,FALSE,TRUE,FALSE,TRUE
222,SCBI,tenth,0.658271136464716,0.10760798819830586,0.006465984753166055,0.6419874458954842,0.016283690569231846,0.09567212934608105,0.04467022566997152,0.0012991351270693647,0.38387340389282143,FALSE,TRUE,FALSE,TRUE
86,IEPT,tenth,0.6604110354111142,0.1439800866228811,-0.008161941672606194,0.6529535781911705,0.0074574572199437306,0.19499712531269361,0.04467858711709377,7.008578186711208e-4,0.18633317987186299,FALSE,TRUE,FALSE,TRUE
256,UYSP,tenth,0.6218611119216094,0.09909090264423104,-0.011072417794213243,0.6333271819437662,-0.011466070022156827,0.08095641323177187,0.04467582781824944,5.277439398694049e-4,-0.26812954773940745,FALSE,TRUE,FALSE,TRUE
217,RSFE,tenth,0.6357222597204744,0.038686382389833573,0.04844498998423538,0.6253519977166934,0.010370262003780994,0.08819303863810747,0.044676764464268874,4.7777452757055363e-4,0.2434649331573234,FALSE,TRUE,FALSE,TRUE
27,CWPJ,ninth,0.6216448333514432,0.07141585960488883,0.029357270852987456,0.6128049697497333,0.008839863601709852,0.0883705650019199,0.044677966640522176,3.479982945619902e-4,0.20755563786039427,FALSE,TRUE,FALSE,TRUE
129,LJJN,tenth,0.6323457696803209,0.08935815818032045,0.029912681220488443,0.6411661047310634,-0.008820335050742534,0.08488576528921123,0.04467799287595926,3.302702435024286e-4,-0.20670242303271957,FALSE,TRUE,FALSE,TRUE
69,GWYL,eighth,0.43112842169083476,-0.19574457712609528,0.10778685468591682,0.4351149856419897,-0.003986563951154931,0.08017952224558028,0.044680519657244844,6.30768245420908e-5,-0.09318485606815449,FALSE,TRUE,FALSE,TRUE
296,YNBA,ninth,0.5917829972741367,0.0557762863020661,-0.07369190664665257,0.5901021430088735,0.0016808542652632097,0.0862971121075061,0.044681048815576226,1.2230984709103525e-5,0.03942082438346112,FALSE,TRUE,FALSE,TRUE
