row_id,ID,group,.rownames,log_hindleg,logP_c,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,high_cooks,high_leverage,large_residual,flagged
95,JHFO,female,95,3.7880684651529286,-0.03232233951774788,3.6510235071342567,0.1370449580186719,0.04685735558837356,0.03542097427908889,0.0920439454342448,3.8701934116813668,TRUE,FALSE,TRUE,TRUE
229,SMVB,eighth,229,3.4606605449329444,-0.0473536963834702,3.5821345898173935,-0.12147404488444913,0.03675821190731859,0.03562537321705332,0.05554664855726707,-3.4124350406823427,TRUE,FALSE,TRUE,TRUE
290,YAKT,eighth,290,3.581029731839192,-0.2072975428641317,3.476839609369003,0.1041901224701891,0.0408417969462008,0.03581084050720344,0.04579146900092755,2.9331210270189367,TRUE,FALSE,FALSE,TRUE
88,ILNB,tenth,88,3.806595820881332,0.10360898261902007,3.7439498049196795,0.06264601596165242,0.08637476016321123,0.03613404007236396,0.038587329027002744,1.8069992396405918,TRUE,TRUE,FALSE,TRUE
98,JOZD,eighth,98,3.5548479364477314,0.007747686790825936,3.6184091898828505,-0.06356125343511909,0.08278443671101172,0.03612903991418719,0.037774428411811556,-1.8298070764279217,TRUE,TRUE,FALSE,TRUE
221,SBJVC,ninth,221,3.699547349238451,-0.10274049412361563,3.614109496677552,0.08543785256089897,0.0370744071629944,0.03598320377296623,0.027732979584268805,2.400504457184803,TRUE,FALSE,FALSE,TRUE
218,RTXD,eighth,218,3.6604928395918526,-0.03160533941533106,3.5925021217702717,0.06799071782158084,0.047431967126690025,0.03610849281102996,0.022960720447707354,1.920658631333204,TRUE,FALSE,FALSE,TRUE
223,SCXD,ninth,223,3.5761026165109757,0.0020811662038244805,3.673803624958613,-0.09770100844763707,0.02262826852040295,0.03588249116621636,0.02148508107940231,-2.7246938846584867,TRUE,FALSE,FALSE,TRUE
296,YNBA,ninth,296,3.6506322669304336,0.0557762863020661,3.704382070073857,-0.05374980314342315,0.06603834765886692,0.03618908330926974,0.02078255758531152,-1.5334192574718957,TRUE,TRUE,FALSE,TRUE
23,CTFK,tenth,23,3.7628847424244243,-0.010892441166423739,3.712734221559386,0.05015052086503813,0.07413271695223371,0.0362063206118276,0.02066666812037948,1.4369764029101186,TRUE,TRUE,FALSE,TRUE
202,QYFB,female,202,3.6005808854120263,-0.010330958838365323,3.6688207500585803,-0.06823986464655407,0.033303783208772905,0.036110134913618225,0.015768739342233256,-1.9135583281823265,TRUE,FALSE,FALSE,TRUE
263,VHBT,tenth,263,3.779394062616126,0.11914013906619814,3.7481839366250385,0.031210125991087523,0.12116240239909065,0.03627978017371912,0.014519404051055354,0.9178881544169606,TRUE,TRUE,FALSE,TRUE
271,WHVM,tenth,271,3.656911376898855,0.02496357858579712,3.722509353924911,-0.06559797702605596,0.031710839633894705,0.03612723677665586,0.0138288358597353,-1.8379617491350588,TRUE,FALSE,FALSE,TRUE
260,VFCQ,eighth,260,3.506457892319648,-0.23133674627968404,3.4610140086389274,0.04544388368072072,0.05916016691925536,0.0362301574109336,0.013114628878622601,1.291713352459223,TRUE,TRUE,FALSE,TRUE
246,TYRB,eighth,246,3.609376184250992,0.03922071315328135,3.639128659674313,-0.029752475423320934,0.11998116351233241,0.03628445588124864,0.013031141811461195,-0.8744312674750881,TRUE,TRUE,FALSE,TRUE
256,UYSP,tenth,256,3.704482097341344,0.09909090264423104,3.7427180778597102,-0.0382359805183663,0.07774075093590642,0.03625801198542027,0.012696800155903661,-1.0977268308800452,FALSE,TRUE,FALSE,TRUE
177,PAQJ,ninth,177,3.5564617268481657,-0.13004541222858368,3.598559816592633,-0.04209808974446716,0.06237378840106835,0.03624408602607904,0.011947431534429986,-1.1986601775651504,FALSE,TRUE,FALSE,TRUE
287,XRPL,eighth,287,3.641237380636095,-0.00501254182354427,3.610008816551641,0.031228564084453847,0.06996304137423794,0.03628250806842944,0.007495134399309602,0.8927923684804661,FALSE,TRUE,FALSE,TRUE
237,SYKW,tenth,237,3.7373124116355263,-0.017089644098738033,3.711044728989435,0.026267682646091473,0.08573960189134645,0.03629591611430821,0.006725000101719731,0.7574175501949798,FALSE,TRUE,FALSE,TRUE
285,XQBJ,tenth,285,3.7384074412631336,-0.00850831550168607,3.713384186170905,0.02502325509222869,0.07000302451245284,0.036299629086544834,0.0048155784954195206,0.7154043764780998,FALSE,TRUE,FALSE,TRUE
107,JZEI,ninth,107,3.5735948572584166,-0.13353139262452274,3.5965746108604355,-0.02297975360201887,0.06624447334254221,0.036304543859740655,0.003812247992824783,-0.6556579515344662,FALSE,TRUE,FALSE,TRUE
222,SCBI,tenth,222,3.72796794698804,0.10760798819830586,3.745040020987668,-0.017072073999627957,0.09457551264256991,0.036315652775330214,0.0031948754291282644,-0.4946621993123099,FALSE,TRUE,FALSE,TRUE
27,CWPJ,ninth,27,3.7310765028137247,0.07141585960488883,3.713288537421191,0.01778796539253369,0.0851553891768013,0.036314560224529,0.003058983606537664,0.5127446838199733,FALSE,TRUE,FALSE,TRUE
153,NACP,ninth,153,3.6267912618005145,-0.12122645743414373,3.603582059296666,0.023209202503848392,0.05322938847367228,0.03630438791346633,0.003039411505493655,0.6576372293560441,FALSE,TRUE,FALSE,TRUE
109,KAIL,ninth,109,3.6044783038801134,-0.14904798003102915,3.5877381818606002,0.016740122019513137,0.08523358133806264,0.036316362019751,0.002712156069424744,0.48256083368182295,FALSE,TRUE,FALSE,TRUE
66,GRAC,ninth,66,3.5778501232641813,-0.13687029389003724,3.5946731641571605,-0.016823040892979257,0.07008787921891918,0.036316453047068376,0.002179592129900666,-0.48098563254848375,FALSE,TRUE,FALSE,TRUE
230,SMXT,eighth,230,3.4508760398927025,-0.2259251942760867,3.4645765668426476,-0.013700526949945058,0.05463292916104449,0.036321275752638375,0.0010902728939185481,-0.388495142813086,FALSE,TRUE,FALSE,TRUE
5,AKPI,tenth,5,3.7284006029011434,-0.0011117288526905078,3.7154006568792166,0.012999946021926778,0.05837760500592848,0.03632214527879462,0.0010572627757848704,0.36936157806039116,FALSE,TRUE,FALSE,TRUE
86,IEPT,tenth,86,3.7490451471092356,0.1439800866228811,3.7549558476457596,-0.005910700536523983,0.1932498051915616,0.036328351664476205,9.856573117321922e-4,-0.1814337072048467,FALSE,TRUE,FALSE,TRUE
174,OVOZ,female,174,3.647275904258861,-0.04851936750482522,3.6379155333357613,0.009360370923099826,0.05872006195121249,0.03632608304336982,5.51749750977441e-4,0.26600035429734065,FALSE,TRUE,FALSE,TRUE
193,QDXY,ninth,193,3.711887722162856,0.0557762863020661,3.704382070073857,0.007505652088999337,0.06603834765886692,0.03632757630336264,4.0524913426825954e-4,0.2141275089407239,FALSE,TRUE,FALSE,TRUE
129,LJJN,tenth,129,3.744787086052232,0.08935815818032045,3.740064719621066,0.00472236643116597,0.06141667856801299,0.03632924240119129,1.4772947515529627e-4,0.13439150709538028,FALSE,TRUE,FALSE,TRUE
74,HDZC,tenth,74,3.7110811620976225,-0.025887770952127687,3.70864616787878,0.0024349942188424123,0.10438190013436466,0.036330023502208264,7.331324986920898e-5,0.07093899982303684,FALSE,TRUE,FALSE,TRUE
114,KEMO,tenth,114,3.709515067714008,-0.02988663375019951,3.707555990736062,0.0019590769779460615,0.11369447225923139,0.03633012785782097,5.278160160182626e-5,0.057373101731109356,FALSE,TRUE,FALSE,TRUE
