row_id,ID,group,log_ear_linear,logP_c,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,high_cooks,high_leverage,large_residual,flagged
309,ZIER,Tenth instar,0.5268074613686871,0.0786314559158019,0.6320808481127509,-0.10527338674406383,0.027873021623390528,0.045267579452241205,0.03143716002793454,-2.341402766265463,TRUE,FALSE,FALSE,TRUE
260,VFCQ,Eighth instar,0.49346778572174343,-0.23133674627968404,0.39908709033907924,0.09438069538266419,0.02691598536001708,0.04534832035576755,0.024352525606139423,2.098104107097669,TRUE,FALSE,FALSE,TRUE
95,JHFO,Female,0.5993042209133926,-0.03232233951774788,0.5014789020942414,0.09782531881915124,0.02404831106688891,0.04532491621490514,0.0232379889555493,2.1714815422402842,TRUE,FALSE,FALSE,TRUE
61,FYEF,Female,0.7300627546235458,0.12883287184296832,0.5874779161861937,0.14258483843735204,0.011410370446006794,0.04493663127298059,0.02282876384141614,3.1447371623260363,TRUE,FALSE,TRUE,TRUE
180,PIKP,Tenth instar,0.532269154167179,0.061539236108976825,0.6229597403333706,-0.09069058616619163,0.026735190908013573,0.045373575388180876,0.022326144036362777,-2.0158848861422896,TRUE,FALSE,FALSE,TRUE
105,JUYN,Female,0.4097797714571917,-0.01497264380205987,0.5107374095526496,-0.10095763809545788,0.019610382992103315,0.0453036848674051,0.02000023454604657,-2.235933384088082,TRUE,FALSE,FALSE,TRUE
177,PAQJ,Ninth instar,0.4024560719453829,-0.13004541222858368,0.4949503649358237,-0.09249429299044076,0.02293037666818698,0.045362616959750114,0.01976323778785177,-2.0519709661032697,TRUE,FALSE,FALSE,TRUE
31,DFME,Eighth instar,0.5205798569600122,-0.19473157687063614,0.4186211063554821,0.10195875060453008,0.018915583753011382,0.04529650523507161,0.019648258352310183,2.2573055352669598,TRUE,FALSE,FALSE,TRUE
88,ILNB,Tenth instar,0.7232829897307295,0.10360898261902007,0.6454098782619787,0.07787311146875076,0.030831848576791537,0.045452244531634996,0.019144516716333694,1.7346305495951038,TRUE,FALSE,FALSE,TRUE
93,JDGM,Female,0.49206813938461114,0.15486471056091555,0.6013695703613307,-0.10930143097671952,0.015379144167001545,0.04524119372399403,0.01822694397059254,-2.4155184703512433,TRUE,FALSE,FALSE,TRUE
39,DYFV,Tenth instar,0.7013298576030773,0.054461880224289994,0.6191829736789024,0.08214688392417491,0.02647503458394469,0.0454280696692486,0.018129782490903044,1.8257301082307353,TRUE,FALSE,FALSE,TRUE
259,VECM,Ninth instar,0.44229682256545017,-0.017654935238720748,0.5549265216659842,-0.11262969910053405,0.013208993213538,0.04521519995503428,0.016549819256170425,-2.486333391717466,TRUE,FALSE,FALSE,TRUE
304,YZUH,Eighth instar,0.3387628998284943,-0.13464312147721302,0.4506867645399763,-0.11192386471148202,0.012949043975624427,0.04522110554568331,0.016012974444316347,-2.470426522721274,TRUE,FALSE,FALSE,TRUE
303,YYNS,Female,0.6223653983990518,0.007472014838700858,0.5227147976770423,0.09965060072200949,0.014970850249439444,0.04531501324067717,0.01473588416955827,2.2017824714682974,TRUE,FALSE,FALSE,TRUE
56,FKWM,Eighth instar,0.5508038988239541,-0.14422326819529618,0.4455744063006433,0.10522949252331076,0.013303492362349137,0.04527397240299174,0.014552630100487945,2.3230829141158607,TRUE,FALSE,FALSE,TRUE
250,ULBD,Ninth instar,0.66750053336617,0.018030906219439924,0.573969946675519,0.09353058669065095,0.016639940353606757,0.045357589238734855,0.014477781187290092,2.0683136889129843,TRUE,FALSE,FALSE,TRUE
240,TKBC,Ninth instar,0.47029651219855995,0.00581638532143991,0.5674517785941758,-0.09715526639561589,0.015111989559820863,0.0453328790930922,0.014143232918025092,-2.1468018053274185,TRUE,FALSE,FALSE,TRUE
237,SYKW,Tenth instar,0.6478428061245678,-0.017089644098738033,0.5810001529273997,0.06684265319716809,0.030784088645799748,0.0455112326757233,0.014081880247463754,1.4888894159910777,TRUE,FALSE,FALSE,TRUE
131,LLJC,Tenth instar,0.6918329548830993,0.05918567853721313,0.6217037857224628,0.0701291691606365,0.026634963772147458,0.0454953828796923,0.013297379690975478,1.5587621542848138,TRUE,FALSE,FALSE,TRUE
263,VHBT,Tenth instar,0.5955957349806014,0.11914013906619814,0.6536979387651886,-0.05810220378458719,0.03344766177823854,0.04555119387878723,0.011624339299834103,-1.295981934144421,FALSE,TRUE,FALSE,TRUE
114,KEMO,Tenth instar,0.5264586647029901,-0.02988663375019951,0.5741711556887855,-0.04771249098579544,0.032886120121725225,0.04559189289280001,0.007698208051123564,-1.063928182147673,FALSE,TRUE,FALSE,TRUE
98,JOZD,Eighth instar,0.5702768282281405,0.007747686790825936,0.5266723254375283,0.04360450279061223,0.034371040547690246,0.04560563911789751,0.0067406666441239575,0.9730725646171662,FALSE,TRUE,FALSE,TRUE
74,HDZC,Tenth instar,0.6194768866105907,-0.025887770952127687,0.5763051124824844,0.043171774128106355,0.032185872920765767,0.045607183457797476,0.006159553423547681,0.962327613440033,FALSE,TRUE,FALSE,TRUE
246,TYRB,Eighth instar,0.5748111047879273,0.03922071315328135,0.543467619953961,0.03134348483396632,0.04585527702063587,0.04563917464109525,0.004759084688937499,0.7036540382587657,FALSE,TRUE,FALSE,TRUE
86,IEPT,Tenth instar,0.6604110354111142,0.1439800866228811,0.6669535510530781,-0.006542515641963842,0.03886818377291654,0.04567431479416742,1.732151742299761e-4,-0.1463431243922456,FALSE,TRUE,FALSE,TRUE
